FACTION_PROGRESS_DESC;$WHO$ controls §Y$PERCENT$%§W of the victory points. (Currently $OUR$ out of $TOTAL$).;$WHO$ contrôle §Y$PERCENT$%§W des points de victoire. (Actuellement $OUR$ du $TOTAL$).;$WHO$ kontrolliert §Y$PERCENT$%§W der Siegespunkte. (Momentan $OUR$ von $TOTAL$).;;$WHO$ controla el §Y$PERCENT$%§W de los puntos de victoria. (Actualmente $OUR$ de $TOTAL$).;;;;;;;;;x
ALLIANCENEWDESC;Do you wish to offer an Alliance to $COUNTRY$? Doing so will oblige us to assist each other in times of war.;Voulez-vous proposer une alliance à $COUNTRY$ ? Cela l'obligera à nous porter une assistance mutuelle en cas de guerre.;Möchten Sie $COUNTRY$ ein Bündnis anbieten? Dies wird uns verpflichten, einander in Kriegszeiten beizustehen.;Czy chcesz zaproponowaæ zawarcie sojuszu pañstwu: $COUNTRY$? Podpisuj¹c go, bêdziemy zobligowani do wzajemnej pomocy w razie wojny.;¿Quieres ofrecer una alianza a $COUNTRY$? Si lo haces, tendremos que ayudarnos mutuamente en tiempos de guerra.;Desideri offrire un'alleanza a: $COUNTRY$? Questo ci obbligherà a sostenerci a vicenda in tempi di guerra.;Szeretnél szövetséget ajánlani $COUNTRY$ nemzetének? Ha így döntesz, akkor kötelességetek lesz egymás kisegíteni a háborús idõkben.;Chcete nabídnout alianci $COUNTRY$. Pokud tak uèiníme, budeme si muset navzájem pomáhat v èasech války.;;;;;;x,,,,,,,,,,,
BREAKALLIANCENEWDESC;Do you wish to cancel the Alliance with $COUNTRY$? This will upset them.;Voulez-vous annuler l'alliance avec $COUNTRY$ ? Cela va les contrarier.;Möchten Sie das Bündnis mit $COUNTRY$ abbrechen? Dies wird sie verärgern.;Czy chcesz anulowaæ sojusz z pañstwem $COUNTRY$. To ich rozgniewa.;¿Quieres cancelar la alianza con $COUNTRY$? Esto les molestará.;Desideri sciogliere l'alleanza con: $COUNTRY$. Questo li farà andare su tutte le furie.;Valóban meg akarod szakítani a szövetséget $COUNTRY$ nemzetével? Ez nem fog tetszeni nekik.;Chcete zrušit alianci s $COUNTRY$. Jejich vztah k nám se zhorší.;;;;;;x
ALLIANCEREQDESC;$ACTOR$ offers us an Alliance. By accepting it we are promising to help each other in times of war.;$ACTOR$ nous propose une alliance. En acceptant, nous nous engageons à nous porter mutuellement assistance en cas de guerre.;$ACTOR$ bietet uns ein Bündnis an. Hierdurch versprechen wir, einander in Kriegszeiten beizustehen.;$ACTOR$ proponuje nam zawarcie sojuszu. Zgadzaj¹c siê, zobowi¹zujemy siê pomagaæ sobie wzajemnie w wypadku wojny.;$ACTOR$ nos ofrece una alianza. Aceptándola nos comprometemos a ayudarnos mutuamente en tiempos de guerra.;$ACTOR$ ci propone un'alleanza. Accettando, ci impegniamo ad aiutarci a vicenda in tempi di guerra.;$ACTOR$ szövetséget ajánlott nekünk. Így téve meg kell ígérnünk nekik, hogy háború esetén egymást fogjuk segíteni.;$ACTOR$ nám nabízí spojenectví. Pøijmeme-li ho, budeme si muset navzájem pomáhat v èase války.;;;;;;x,,,,,,,,,
GUARANTTITLE;Proclaim Guarantee;Proclamer une garantie;Garantie proklamieren;Gwarantuj niepodleg³oœæ;Proclamar garantía;Proclamarsi garante;Biztosíték kinyilatkoztatása;Vyhlásit garanci;;;;;;x
GUARANTNEWDESC;Do you wish to proclaim a guarantee for $COUNTRY$? If they are attacked, we will be called upon to join the fight.;Souhaitez-vous proclamer une garantie pour $COUNTRY$ ? S'ils ont attaqué, nous devrons alors les soutenir.;Wollen Sie eine Garantie für $COUNTRY$ proklamieren? Wenn sie angegriffen werden, müssen wir ihnen zu Hilfe kommen.;;¿Quieres proclamar una garantía para $COUNTRY$? Si les atacan, nos pedirán que les unamos al combate.;;;;;;;x;;x,,,,,,,,,,,,,,,
GUARANTDESC;Proclaiming a guarantee will give us a chance to defend them against those who declare war on them.;Proclamer une garantie nous fournira automatiquement un Casus Belli contre quiconque leur déclarera la guerre.;Eine Garantieproklamation gibt uns einen Kriegsgrund gegen jeden, der ihnen den Krieg erklärt.;Gwarantuj¹c im niepodleg³oœæ, uzyskujemy casus belli wzglêdem tych, którzy wypowiedz¹ wojnê temu krajowi.;Proclamar una garantía nos dará la oportunidad de defenderlos de los que le declaren la guerra.;Proclamarsi garante di una nazione ci fornirà un Casus Belli nei confronti di chiunque dichiarerà guerra a quella nazione.;A biztosíték vállalása egyben háborús indítékot is jelent azon nemzetek ellen, aki szövetségesedet megtámadja.;Vyhlášení garance nám poskytne záminku k válce s kýmkoliv, kdo vyhlásí válku jim.;;;;;;x,,,,,,,,,,,
HASGUARANT;We are already guaranteeing them.;Nous nous portons déjà garants pour eux.;Wir haben schon eine Garantie für sie proklamiert.;Ju¿ zagwarantowaliœmy im niepodleg³oœæ.;Ya los estamos garantizando.;Siamo già loro garanti.;Már biztosítottunk õket;Již jsme jim poskytli garanci.;;;;;;x
ALLIES_GUARANT;Should we need to come to their aid, all members of our faction will follow us.;Si nous devions leur venir en aide, les membres de notre faction nous suivront.;Wenn wir ihnen zu Hilfe kommen müssen, werden alle Mitglieder unserer Fraktion Folge leisten.;;Si tenemos que ayudarlos, todos los miembros de nuestra facción nos seguirán.;;;;;;;x;;x,,,,,,,,,,,,,,,
CALLTITLE;A Call to Arms!;Appel aux armes !;Ein Ruf zu den Waffen!;Do broni!;¡Una llamada a las armas!;Chiamata alle armi!;Fegyverbe hívás!;Volání do zbranì!;;;;;;x
CALLREQDESC;The nation of $COUNTRY$, your faithful ally, is requesting that you come to their aid in the conflict against $LIST$. ;La nation de $COUNTRY$, votre fidèle allié, demande que vous veniez à son aide dans le conflit qui l'oppose à $LIST$.;Das Land $COUNTRY$, Ihr treuer Verbündeter, bittet Sie um Hilfe im Konflikt gegen $LIST$.;Nasz wierny sojusznik, $COUNTRY$, prosi o pomoc w konflicie z $LIST$.;La nación de $COUNTRY$, tu aliado fiel, solicita tu ayuda en el conflicto contra $LIST$. ;$COUNTRY$, nazione tua fedele alleata, chiede il tuo aiuto nel conflitto contro: $LIST$.;$COUNTRY$ nemzete, a te hû szövetségesed arra kér, hogy legyél a segítségére $LIST$ ellen.;Zemì $COUNTRY$, váš vìrný spojenec, vyžaduje vaši pomoc v konfliktu s $LIST$.;;;;;;x
CALLDESC;Call on your partner to aid you in this conflict.;Faites appel à votre allié pour vous aider dans ce conflit.;Bitten Sie Ihren Verbündeten, Ihnen in diesem Konflikt zu helfen.;Wezwij na pomoc sojusznika.;Pide a tu socio que te ayude en este conflicto.;Chiedi l'aiuto del tuo alleato in questo conflitto.;Segítség kérése a partneredtõl, hogy segítsen megoldani a konfliktust.;Povolat spojence na pomoc v tomto konfliktu.;;;;;;x,,,,,,,,,,,,,,
CALLNEWDESC;Do you wish to call upon your Allies in these times of war?;Voulez-vous faire appel à vos alliés en ces temps de guerre ?;Möchten Sie Ihre Verbündeten in diesen Zeiten des Krieges zu Hilfe rufen?;Czy chcesz wezwaæ swoich sojuszników na pomoc?;¿Quieres pedir ayuda a tus aliados en estos tiempos de guerra?;Desideri chiedere l'aiuto dei tuoi alleati in questi tempi di guerra?;Valóban meg szeretnéd kérni a szövetségesedet, hogy segítsen ebben a háborúban?;Chcete nyní, v èase války, povolat své spojence?;;;;;;x,,,,,,,,,,,,,
WARTITLE;Declare War;Déclarer la guerre;Krieg erklären;Wypowiedz wojnê;Declarar la guerra;Dichiarare guerra;Háború kinyilvánítása;Vyhlásit válku.;;;;;;x
WARREQDESC;Do you wish to declare war against $COUNTRY$?;Souhaitez-vous déclarer la guerre à $COUNTRY$ ?;Möchten Sie $COUNTRY$ den Krieg erklären?;Czy chcesz wypowiedzieæ wojnê pañstwu $COUNTRY$?;¿Quieres declarar la guerra a $COUNTRY$?;Desideri dichiarare guerra a: $COUNTRY$;Valóban háborús állapotot akarsz kinyilvánítani $COUNTRY$ nemzetével szemben?;Chcete vyhlásit válku $COUNTRY$;;;;;;x
LIMWARTITLE;Declare Limited War;Déclarer une guerre limitée;begrenzten Krieg erklären;Wypowiedz wojnê;Declarar guerra limitada;Dichiarare guerra;Háború kinyilvánítása;Vyhlásit válku.;;;;;;x
LIMWARREQDESC;Do you wish to declare limited war against $COUNTRY$?;Souhaitez-vous déclarer une guerre limitée à $COUNTRY$ ?;Möchten Sie $COUNTRY$ den Krieg erklären?;Czy chcesz wypowiedzieæ wojnê pañstwu $COUNTRY$?;¿Quieres declarar la guerra limitada contra $COUNTRY$?;Desideri dichiarare guerra a: $COUNTRY$;Valóban háborús állapotot akarsz kinyilvánítani $COUNTRY$ nemzetével szemben?;Chcete vyhlásit válku $COUNTRY$;;;;;;x
NAPEDESC;Promise not to declare war on them.;Promettez de ne pas leur déclarer la guerre.;Versprechen, ihnen nicht den Krieg zu erklären.;;Prometer no declararles la guerra.;;;;;;;;;x
CANCELNAPDESC;Revoke our promise of non-aggression;Révoquez notre promesse de non-agression.;Unser Nichtangriffsversprechen  zurückziehen;;Revocar nuestra promesa de no agresión;;;;;;;;;x;
NAPTITLE;Non-Aggression Pact;Pacte de non-agression;Nichtangriffspakt;;Pacto de no agresión;;;;;;;;;x;
CANCELNAPTITLE;Revoke Non-Aggression Pact;Révoquez le pacte de non-agression;Nichtangriffspakt brechen;;Revocar pacto de no agresión;;;;;;;;;x;
NAPNEWDESC;Do you wish to sign a Non-Aggression Pact with $COUNTRY$?;Souhaitez-vous signer un pacte de non-agression avec $COUNTRY$ ?;Möchten Sie einen Nichtangriffspakt mit $COUNTRY$ unterzeichnen?;;¿Quieres firmar un pacto de no agresión con $COUNTRY$?;;;;;;;;;x;
BREAKNAPNEWDESC;Do you wish to cancel the Non-Aggression Pact we have with $COUNTRY$?;Souhaitez-vous annuler le pacte de non-agression que nous avons signé avec $COUNTRY$ ?;Möchten Sie unseren Nichtangriffspakt mit $COUNTRY$ brechen?;;¿Quieres cancelar el pacto de no agresión que tenemos con $COUNTRY$?;;;;;;;;;x;
NAPREQDESC;$ACTOR$ offers us a Non-Aggression Pact. By accepting it, we are promising not to attack each other until the deal is canceled.;$ACTOR$ nous propose un pacte de non-agression. Si nous l'acceptons, nous nous engageons à ne pas nous attaquer mutuellement jusqu'à son annulation. ;$ACTOR$ bietet uns einen Nichtangriffspakt an. Wenn wir ihn annehmen, versprechen wir damit, uns gegenseitig nicht anzugreifen, bis das Abkommen aufgehoben wird.;;$ACTOR$ nos ofrece un pacto de no agresión. Si lo aceptamos, prometemos no atacarnos mutuamente hasta que se cancele el acuerdo.;;;;;;;;;x;x,,,,,,,,,,,,,,,
MILACCTITLE;Ask for Transit Rights;Demander des droits de transit;Um Durchmarscherlaubnis bitten;;Solicitar derechos de tránsito;;;;;;;;;x;
MILACCNEWDESC;Do you wish to request Transit Rights from $COUNTRY$, thereby allowing our ships and armies access to their territories?;Souhaitez-vous demander des droits de transit à $COUNTRY$, qui permettront à nos navires et à nos armées d'avoir accès à leurs territoires ?;Möchten Sie $COUNTRY$ um Durchmarscherlaubnis bitten, die unseren Schiffen und Armeen Zugang zu ihrem Gebiet erlaubt?;;¿Quieres pedir derechos de tránsito de $COUNTRY$, permitiendo que nuestros barcos y ejércitos accedan a sus territorios?;;;;;;;;;x;,,,,,,,,,,,,,,,
MILACCDESC;Request access to their territory.;Demandez l'accès à leur territoire.;Um Zugangserlaubnis zu ihrem Gebiet bitten.;;Solicitar acceso a su territorio.;;;;;;;;;x;
MILACCREQDESC;$COUNTRY$ is requesting Transit Rights from us. Accepting will allow them to move ships and armies into our territory.;$COUNTRY$ nous demande des droits de transit. Si on accepte, cela leur permettra des mouvements de navires et d'armées sur notre territoire.;$COUNTRY$ bittet uns um Durchmarscherlaubnis. Dies würde ihren Schiffen und Armeen Zugang zu unserem Gebiet erlauben.;;$COUNTRY$ nos pide derechos de tránsito. Si los aceptamos, les permitirá mover barcos y ejércitos en nuestro territorio.;;;;;;;;;x;
CANCELMILACCDESC;Cancel our Transit Rights in their country.;Annulez les droits de transit pour leur pays.;Unsere Durchmarscherlaubnis für ihr Land aufheben.;;Cancelar nuestros derechos de tránsito a su país.;;;;;;;;;x;
CANCELMILACCTITLE;Cancel Transit Rights;Annulez les droits de transit;Durchmarscherlaubnis aufheben;;Cancelar derechos de tránsito;;;;;;;;;x;
OFFERMILACCTITLE;Give Transit Rights;Accordez des droits de transit;Durchmarscherlaubnis gewähren;;Dar derechos de tránsito;;;;;;;;;x;
OFFERMILACCNEWDESC;Do you wish to give Transit Rights to $COUNTRY$? This will enable them to station troops in our territories and ports.;Souhaitez-vous accorder des droits de transit à $COUNTRY$? Cela leur permettra de stationner des troupes sur notre territoire et dans nos ports.;Möchten Sie $COUNTRY$ Durchmarscherlaubnis gewähren? Dies erlaubt ihnen, auf unserem Gebiet und in unseren Häfen Truppen zu stationieren.;;¿Quieres dar derechos de tránsito a $COUNTRY$? Esto les permitirá emplazar tropas en nuestros territorios y puertos.;;;;;;;;;x;
OFFERMILACCDESC;Enable them to station troops and ships in our country.;Autorisez-les à stationner leurs troupes et leurs navires dans notre pays.;Erlaubt ihnen die Stationierung von Truppen und Schiffen in unserem Land.;Umo¿liwia stacjonowanie ich wojsk oraz okrêtów na terytorium naszego pañstwa.;Permitirles que emplacen tropas y barcos en nuestro país.;Autorizzare il loro stazionamento di truppe e navi nel nostro paese.;Egységeik és hajóik országunkban lévõ állomásozásának engedélyezése.;Dovolit jejich vojákùm a lodím pøístup na naše území.;;;;;;x;
REVOKEMILACCTITLE;Revoke Transit Rights.;Révoquez les droits de transit.;Durchmarscherlaubnis aufheben.;;Revocar derechos de tránsito.;;;;;;;;;x;
REVOKEMILACCNEWDESC;Do you wish to revoke the Transit Rights given to $COUNTRY$? Doing so will prevent their troops from accessing our country and ports.;Souhaitez-vous révoquer les droits de transit accordés à $COUNTRY$ ? Si oui, cela empêchera leurs troupes d'avoir accès à notre pays et à nos ports.;Möchten Sie die Durchmarscherlaubnis an $COUNTRY$ aufheben? Dies wird ihren Truppen den Zugang zu unserem Gebiet und unseren Häfen verweigern.;;¿Quieres revocar los derechos de tránsito concedidos a $COUNTRY$? Si lo haces, evitarás que sus tropas tengan acceso a nuestro territorio y puertos.;;;;;;;;;x;
REVOKEMILACCDESC;Revoke their ability to station troops and ships in our country.;Révoquer l'accès de leurs troupes et de leurs navires à notre territoire.;Entzieht ihnen die Erlaubnis zur Stationierung von Truppen und Schiffen in unserem Land.;Odwo³aj zgodê na przemarsz i stacjonowanie ich wojsk oraz okrêtów na terytorium naszego pañstwa.;Revocar su capacidad para emplazar tropas y barcos en nuestro país.;Revocare la loro autorizzazione allo stazionamento di truppe e navi nel nostro paese.;Visszavonod az engedélyt, így egységeik és hajóik nem tartózkodhatnak országodban.;Zrušit jejich vojákùm a lodím pøístup na naše území.;;;;;;x;,,,,,,,,,,,,,,,
CANCELMILACCNEWDESC;Do you wish to cancel the Transit Rights given to us by $COUNTRY$? Doing so will prevent our troops from having access to their territory and ports.;Souhaitez-vous annuler les droits de transit que $COUNTRY$ nous a accordé ? Si oui, nos troupes n'auront plus accès à leur territoire et à leurs ports.;Möchten Sie die uns von $COUNTRY$ gegebene Durchmarscherlaubnis aufheben? Dies wird unseren Truppen den Zugang zu ihrem Gebiet und ihren Häfen verweigern.;;¿Quieres cancelar los derechos de tránsito que nos ha concedido $COUNTRY$? Si lo haces, evitarás que nuestras tropas tengan acceso a su territorio y puertos.;;;;;;;;;x;
CANCELMILACCDESC_NOPES_TROOPS;We cannot cancel transit rights while we still have forces inside their borders.;Nous ne pouvons pas annuler les droits de transit tant que nous avons encore des forces à l'intérieur de leurs frontières.;Wir können die Durchmarscherlaubnis nicht aufheben, solange wir noch Truppen innerhalb ihrer Grenzen haben.;;No podemos cancelar los derechos de tránsito mientras tengamos tropas dentro de sus fronteras.;;;;;;;;;x;
INFLTITLE;Influence Nation;Influencez un pays;Nation beeinflussen;;Influir nación;;;;;;;;;x;
INFLNEWDESC;Do you wish to exert influence on $RECIPIENT$?\nThis will move them $VAL$ towards $FACTION$ each day for $TIME$ days.;Souhaitez-vous exercer une influence sur $RECIPIENT$ ?\nCela les déplacera de $VAL$ vers la $FACTION$ tous les jours pendant $TIME$ jours.;Möchten Sie Einfluss über $RECIPIENT$ ausüben?\nDies wird sie $TIME$ Tage lang täglich um $VAL$ in Richtung $FACTION$ bringen.;;¿Quieres ejercer tu influencia sobre $RECIPIENT$?\nEsto los moverá $VAL$ hacia $FACTION$ cada día durante $TIME$ días.;;;;;;;;;x;
INFLDESC;Influence nation towards your faction.;Améliorez vos relations avec un pays.;Beziehungen mit Nation verbessern.;;Mejorar relaciones con la nación.;;;;;;;;;x;
DIP_ALLREADY_INF;$RECIPIENT$ is already being influenced by $NATION$ of our faction.;$RECIPIENT$ est déjà sous l'influence de $NATION$ de notre faction. Leur influence cessera le $DATE$.;$RECIPIENT$ wird schon von $NATION$ aus unserer Fraktion beeinflusst.;;$RECIPIENT$ ya está siendo influenciado por $NATION$ de nuestra facción. Su influencia cesará el $DATE$.;;;;;;;;;x;
ALIGN_ALLREADY_ALL;We are already aligning ourselves to $FACTION$. This action will be done on $DATE$.;Nous nous alignons déjà sur $FACTION$. Cette action aura lieu le $DATE$.;Wir richten uns schon an $FACTION$ aus. Dies wird am $DATE$ abgeschlossen sein.;;Ya estamos alineados con $FACTION$. Esta acción se llevará a cabo el $DATE$.;;;;;;;;;x;
ALIGN_NOT_LEADER;They are not the leader of $FACTION$, try $LEADER$;Ils ne sont pas les leaders de $FACTION$, essayez $LEADER$;Sie sind nicht der $FACTION$-Anführer, probieren Sie es bei $LEADER$;;No es el líder de $FACTION$. Prueba con $LEADER$;;;;;;;;;x;,,,,,,,,,,,,,,,
ALIGN_NO_FACTION;They are not in a faction you can align with.;Ils ne font pas partie d'une faction avec laquelle vous pouvez vous aligner.;Sie sind nicht in einer Fraktion, an der Sie sich ausrichten können.;;No están en una facción con la que te puedas alinear.;;;;;;;;;x;
ALIGNNEWDESC;Do you wish to atempt to align yourself to the §Y$FACTION$§W? This will induce a drift of §Y$VAL$§W every day for §Y$TIME$§W days.;Voulez-vous tenter de vous aligner avec §Y$FACTION$§W ? Ceci induira une dérive de §Y$VAL$§W tous les jours pendant §Y$TIME$§W jours.;Möchten Sie versuchen, sich an §Y$FACTION$§W auszurichten? Dies erzeugt §Y$TIME$§W Tage lang täglich einen Drift von §Y$VAL$§W.;;¿Quieres intentar alinearte con §Y$FACTION$§W? Esto inducirá a una oscilación de §Y$VAL$§W cada día durante §Y$TIME$§W días.;;;;;;;;;x;
ALIGNTITLE;Align to Faction;S'aligner sur la faction;An Fraktion ausrichten;;Alinear con facción;;;;;;;;;x;
ALIGNDESC;Align yourself to a faction.;Alignez-vous sur la faction.;Richten Sie sich an einer Fraktion aus.;;Alinearte con una facción.;;;;;;;;;x;
EMBARGOTITLE;Embargo;Embargo;Embargo;;Embargo;;;;;;;;;x;
EMBARGONEWDESC;Do you wish to impose an embargo on $RECIPIENT$?\nThis will cancel all your existing trade deals with them, and prevent them from trading with you until the embargo is lifted.;Souhaitez-vous imposer un embargo à $RECIPIENT$ ?\nCela annulera tous les accords commerciaux en vigueur avec eux et les empêchera de commercer avec vous jusqu'à l'annulation des accords.;Möchten Sie ein Embargo über $RECIPIENT$ verhängen?\nDies annulliert all Ihre bestehenden Handelsabkommen mit ihnen und hindert sie daran, mit Ihnen zu handeln.;;¿Quieres imponer un embargo a $RECIPIENT$?\nEsta acción cancelará los acuerdos comerciales existentes con ellos y evitará que comercien contigo hasta que los acuerdos sean cancelados.;;;;;;;;;x;,,,,,,,,,,,,,,,
EMBARGODESC;Prevent them from trading with you.;Empêchez-les de commercer avec vous.;Sie daran hindern, mit Ihnen zu handeln;;Impedirles que comercien contigo.;;;;;;;;;x
CANCELEMBARGOTITLE;Revoke Embargo;Révoquez l'embargo;Embargo zurücknehmen;;Revocar embargo;;;;;;;;;x
CANCELEMBARGONEWDESC;Do you wish to revoke the embargo you imposed on $RECIPIENT$?;Souhaitez-vous révoquer l'embargo que vous avez imposé à $RECIPIENT$ ?;Möchten Sie Ihr Embargo über $RECIPIENT$ zurücknehmen?;;¿Quieres revocar el embargo que impusiste a $RECIPIENT$?;;;;;;;;;x
CANCELEMBARGODESC;Enable trading.;Rendez le commerce possible.;Handel ermöglichen.;;Permitir el comercio.;;;;;;;;;x
ASKFACTIONREQDESC;§Y$ACTOR$§W is requesting to join the §Y$FACTION$§W. Allowing them to join would closely align them to us for a long time. Do you deem them worthy?;§Y$ACTOR$§W demande à rejoindre  §Y$FACTION$§W. Leur accorder cette permission les alignerait étroitement sur nous pour longtemps. En valent-ils la peine ?;§Y$ACTOR$§W bitte um Aufnahme in die §Y$FACTION$§W. Dies würde sie auf lange Zeit eng an uns ausrichten. Finden Sie, dass sie es wert sind?;;§Y$ACTOR$§W solicita unirse a §Y$FACTION$§W. Si permites que se una, te habrás alineado estrechamente con ellos durante mucho tiempo. ¿Crees que lo merecen?;;;;;;;;;x
INVITEFACTIONREQDESC;§Y$ACTOR$§W is inviting us to join the §Y$FACTION$§W. Accepting would mean we closely link the fate of our nation to their side. Do you wish to accept?;§Y$ACTOR$§W nous invite à rejoindre §Y$FACTION$§W. Accepter implique que nous lions étroitement le destin de notre nation au leur. Souhaitez-vous accepter ?;§Y$ACTOR$§W lädt uns zum Beitritt in die §Y$FACTION$§W ein. Wenn wir annehmen, würden wir das Schcksal unserer Nation eng mit ihrer Seite verknüpfen. Möchten Sie annehmen?;;§Y$ACTOR$§W nos invita a unirnos a §Y$FACTION$§W. Si aceptas, uniríamos estrechamente el destino de nuestra nación al suyo. ¿Quieres aceptar?;;;;;;;;;x
JOINFACTIONTITLE;Join Faction;Rejoindre la faction;Fraktion beitreten;;Unirte a la facción;;;;;;;;;x
INVITEFACTIONTITLE;Invite to Faction;Inviter à rejoindre la faction;Zu Fraktion einladen;;Invitar a la facción;;;;;;;;;x
JOINFACTIONNEWDESC;Do you wish to request being accepted into the $FACTION$?;Souhaitez-vous demander à être accepté dans $FACTION$ ?;Möchten Sie um Aufnahme in die $FACTION$ bitten?;;¿Quieres solicitar que te acepten en la $FACTION$?;;;;;;;;;x
INVITEFACTIONNEWDESC;Do you wish to invite $COUNTRY$ to join the $FACTION$?;Souhaitez-vous inviter $COUNTRY$ ? à rejoindre $FACTION$ ?;Möchten Sie $COUNTRY$ einladen, sich der $FACTION$ anzuschließen?;;¿Quieres invitar a $COUNTRY$ a que se una a $FACTION$?;;;;;;;;;x
JOINFACTIONDESC;Request to join their faction.;Demandez à rejoindre leur faction;Um Aufnahme in ihre Fraktion bitten.;;Solicitar unirte a su facción.;;;;;;;;;x
